0	408	true
0	554	true
0	111	true
0	270	false
1	30	true
4	227	true
9	58	true
16	471	true
25	176	false
37	30	true
53	74	true
72	455	true
95	1362	true
122	980	true
154	240	true
191	377	true
233	215	true
281	295	true
335	78	true
395	572	true
461	30	true
533	96	true
612	800	true
697	316	true
789	392	true
888	182	true
994	49	true
1107	471	true
1228	216	true
1356	138	true
1491	531	true
1633	956	true
1782	1104	false
1938	63	true
2101	1150	true
2271	150	true
2448	30	true
2632	395	true
2822	254	true
3018	324	true
3220	241	true
3428	98	true
3641	264	true
3860	322	true
4084	296	true
4312	57	true
4544	39	true
4780	2214	true
5020	106	true
5263	290	true
5509	30	true
5758	32	true
6009	290	true
6262	223	true
6516	1009	true
6771	231	true
7027	677	true
7283	74	true
7539	193	true
7794	153	true
8048	1207	true
8301	99	true
8552	208	true
8801	224	true
9047	285	true
9290	277	true
9530	475	true
9766	142	true
9998	569	true
10226	99	true
10450	235	true
10669	123	false
10882	80	true
11090	331	true
11292	99	true
11488	108	true
11678	158	true
11862	435	true
12039	134	true
12209	338	true
12372	32	true
12528	262	true
12677	70	true
12819	48	true
12954	130	true
13082	303	true
13203	30	true
13316	48	false
13422	30	true
13521	30	true
13613	30	true
13698	219	true
13777	252	true
13849	157	true
13915	45	true
13975	1145	true
14029	181	true
14077	68	true
14119	53	true
14156	148	true
14188	199	true
14215	148	true
14238	409	true
14257	699	true
14273	155	true
14285	283	true
14294	166	true
14301	396	true
14306	771	true
14309	547	false
14310	272	true
14310	1225	true
14310	198	true
14310	162	true
14310	830	true
14310	157	false
14311	264	true
14314	168	true
14319	190	true
14326	286	true
14335	130	true
14347	30	true
14363	523	true
14382	89	true
14405	75	true
14432	853	true
14464	115	true
14501	101	false
14543	160	true
14591	134	true
14645	307	true
14705	30	false
14771	40	true
14843	63	true
14922	311	true
15007	324	false
15099	101	true
15198	893	true
15304	255	true
15417	655	true
15538	30	true
15666	62	false
15801	520	true
15943	879	true
16092	362	true
16248	155	true
16411	105	true
16581	465	true
16758	30	true
16942	30	true
17132	381	true
17328	460	false
17530	1162	true
17738	529	true
17951	30	true
18170	588	true
18394	99	true
18622	215	true
18854	158	true
19090	222	true
19330	539	true
19573	468	true
19819	299	true
20068	30	true
20319	30	true
20572	111	true
20826	30	true
21081	45	true
21337	361	true
21593	1311	true
21849	60	true
22104	363	true
22358	167	true
22611	110	true
22862	502	true
23111	118	true
23357	30	true
23600	30	true
23840	62	true
24076	32	true
24308	33	true
24536	105	true
24760	562	true
24979	112	true
25192	122	true
25400	270	true
25602	466	true
25798	570	true
25988	947	true
26172	35	true
26349	175	true
26519	30	true
26682	226	true
26838	236	false
26987	323	true
27129	1410	true
27264	485	true
27392	34	true
27513	69	true
27626	250	true
27732	144	true
27831	60	true
27923	30	true
28008	265	true
28087	90	true
28159	149	true
28225	396	true
28285	259	true
28339	990	true
28387	763	true
28429	30	true
28466	194	true
28498	683	true
28525	30	false
28548	265	true
28567	85	true
28583	817	true
28595	748	true
28604	169	true
28611	128	false
28616	160	true
28619	1209	false
28620	281	true
28620	470	true
28620	354	false
28620	77	false
28620	411	true
28620	51	true
28621	199	true
28624	261	true
28629	53	false
28636	314	true
28645	30	true
28657	311	true
28673	124	true
28692	396	true
28715	326	true
28742	73	true
28774	937	true
28811	557	true
28853	1281	true
28901	699	true
28955	76	true
29015	105	true
29081	187	false
29153	30	true
29232	177	true
29317	30	true
29409	152	true
29508	54	true
29614	211	true
29727	126	true
29848	30	true
29976	807	true
30111	36	true
30253	191	true
30402	320	true
30558	30	true
30721	858	true
30891	156	true
31068	287	true
31252	123	true
31442	1118	true
31638	30	true
31840	290	false
32048	30	true
32261	49	true
